Processing Date,Train MSE,Train RMSE,Train R2,Test MSE,Test RMSE,Test R2,Average House Price
2024-05-25 15:56:00,772198334.3067437,27788.456853642372,0.8763262128816207,1077066272.4197638,32818.68785341309,0.8432700518700358,"SalePrice    163000.0
dtype: float64"
2024-05-25 16:04:01,772198334.3067437,27788.456853642372,0.8763262128816207,1077066272.4197638,32818.68785341309,0.8432700518700358,"SalePrice    163000.0
dtype: float64"
2024-05-25 16:24:55,772198334.3067437,27788.456853642372,0.8763262128816207,1077066272.4197638,32818.68785341309,0.8432700518700358,"SalePrice    163000.0
dtype: float64"
